isoform	mean_tumor_iso_pct_brca	mean_normal_iso_pct_brca	mean_iso_pct_diff_brca	pval_brca	n_samps_brca	padj_brca	mean_tumor_iso_pct_luad	mean_normal_iso_pct_luad	mean_iso_pct_diff_luad	pval_luad	n_samps_luad	padj_luad	mean_tumor_iso_pct_hnscc	mean_normal_iso_pct_hnscc	mean_iso_pct_diff_hnscc	pval_hnscc	n_samps_hnscc	padj_hnscc
ZNF148-2	0.031967462820765825	0.02504293661883063	0.006924526201935195	0.3110534589203813	112.0	0.5006616630462309	0.033715009092386214	0.01599327540352498	0.017721733688861235	0.02111773811698606	105.0	0.05571962563848565	0.03806678660960834	0.003938728440552518	0.032626883631617046	0.007169734292803208	41.0	0.054332114916105054
ZNF169-3	0.32232489481751897	0.29563132479874327	0.023582641417026744	0.11780699454150824	96.0	0.24476632531233683	0.362036518420454	0.3205504987101788	0.031185370826908795	0.1107962051621303	76.0	0.20748353026616162						
ZNF169-4	0.1258042573815858	0.15040942903578755	-0.024724976665587928	0.0032639469080292935	96.0	0.013402742618403752	0.12660619043519555	0.1473919780426267	-0.022890160894065377	0.08612892625335997	76.0	0.17021526927541494						
ZNF174-1	0.7741272847576889	0.7743546031389446	-0.00022731838125560563	0.9791551253497408	112.0	0.9876777521661312	0.7504665090691921	0.8136891571657646	-0.06322264809657245	1.064664067828544e-05	105.0	8.383181636445228e-05	0.7270497647232518	0.6962132836489618	0.030836481074290243	0.16844163593532357	43.0	0.4178161900377696
ZNF174-2	0.06288233700107625	0.04590607254529474	0.016976264455781508	5.253418651580605e-05	112.0	0.0003908927367783754	0.0741789934766295	0.0411951388570122	0.032983854619617295	2.224578276542244e-06	105.0	1.9513844531072314e-05	0.02701545044937653	0.0323148110579782	-0.005299360608601671	0.24090350640277303	43.0	0.4905572664954371
ZNF174-3	0.16299037824123483	0.17973932431576076	-0.01674894607452589	0.0800172555559915	112.0	0.18754606189864972	0.1753544974541783	0.14511570397722312	0.030238793476955145	0.04187407141469789	105.0	0.09731403329129744	0.2459347848273716	0.2714719052930602	-0.025537120465688574	0.3529712356851178	43.0	0.5807853399918472
ZNF175-1	0.7567049257183962	0.7646075383082401	-0.006488930149236205	0.6824217651170663	100.0	0.8268379530637567	0.6613471514406974	0.7382963599783633	-0.07722256008692013	0.0025201872545151543	73.0	0.009768167653159512						
ZNF175-2	0.07442804356013598	0.05024070778332849	0.02794133789610744	0.013327938554541759	100.0	0.04277243049965248	0.07934735111716927	0.0516039261396373	0.019421155626778996	0.08662850412550041	73.0	0.17086489965581936						
ZNF175-3	0.04862704962507527	0.055330329746984534	-0.008079827254065735	0.0016548196093500818	100.0	0.007774670506991601	0.0754092082041815	0.06157196540795244	0.01405084876191747	0.2562725463421003	73.0	0.39247161373659867						
ZNF177-1	0.25505066282222916	0.254281284760461	-0.009157985293545827	0.4744398529313627	87.0	0.6589091432855011	0.21053140524032338	0.3035626016286359	-0.07738961844224101	0.004894973111277068	42.0	0.017055655439989784						
ZNF177-2	0.15907062226007498	0.1516009412834589	0.0015012121125702082	0.9627290366637481	87.0	0.9815507187099601	0.21874771226399958	0.15284272124980114	0.07802961889651865	0.012257626924598844	42.0	0.03573652164606077						
ZNF177-3	0.024330318099524843	0.014240493727826885	0.010542042287686744	0.4094478323275147	87.0	0.6006386626126552	0.044917848739080765	0.017664697322139652	0.026443944401014313	0.08829767731622591	42.0	0.17313270062005082						
